id,nombreCliente,usuarioCliente,estado,totalcuenta,fechahora
431,Camilo,camip1234,creada,50.0,2024-11-01 08:31:00
432,Andrea,andreamg,creada,25.0,2024-10-31 18:47:00
433,Andrea,andreamg,creada,50.0,2024-10-31 17:50:00
434,Andrea,andreamg,creada,20.0,2024-10-31 12:15:00
435,Daniel,dannyg123,creada,60.0,2024-10-31 09:39:00
436,Camila,cami_sm23,creada,20.0,2024-11-01 07:22:00
437,Carlos,carlito01,creada,50.0,2024-10-31 13:00:00
438,Andrea,andreamg,creada,20.0,2024-11-01 01:21:00
439,Daniel,dannyg123,creada,60.0,2024-10-31 21:42:00
440,Carlos,carlito01,creada,60.0,2024-11-01 08:52:00
441,Daniel,dannyg123,creada,20.0,2024-11-01 00:48:00
442,Daniel,dannyg123,creada,25.0,2024-10-31 20:59:00
443,Ana,anagarcia,creada,20.0,2024-10-31 17:11:00
444,Daniel,dannyg123,creada,20.0,2024-10-31 21:43:00
445,Camila,cami_sm23,creada,20.0,2024-11-01 08:08:00
446,Andrea,andreamg,creada,20.0,2024-10-31 17:23:00
447,Valeria,valeria_1,creada,20.0,2024-10-31 22:16:00
448,Camilo,camip1234,creada,40.0,2024-10-31 21:33:00
449,Camilo,camip1234,creada,20.0,2024-11-01 07:32:00
450,Camila,cami_sm23,creada,20.0,2024-11-01 08:46:00
451,Valeria,valeria_1,creada,20.0,2024-11-01 08:32:00
452,Carlos,carlito01,creada,20.0,2024-11-01 04:59:00
453,Ana,anagarcia,creada,20.0,2024-10-31 20:04:00
454,Valeria,valeria_1,creada,20.0,2024-10-31 11:15:00
455,Camila,cami_sm23,creada,20.0,2024-10-31 14:16:00
456,Carlos,carlito01,creada,20.0,2024-11-01 01:44:00
457,Ana,anagarcia,creada,60.0,2024-10-31 20:37:00
458,Camilo,camip1234,creada,20.0,2024-10-31 19:03:00
459,Camila,cami_sm23,creada,50.0,2024-10-31 09:15:00
460,Ana,anagarcia,creada,20.0,2024-10-31 10:14:00
461,Daniel,dannyg123,creada,20.0,2024-11-01 03:05:00
462,Camilo,camip1234,creada,40.0,2024-10-31 18:28:00
463,Camilo,camip1234,creada,40.0,2024-10-31 13:00:00
464,Camilo,camip1234,creada,40.0,2024-10-31 10:54:00
465,Camila,cami_sm23,creada,20.0,2024-10-31 20:54:00
466,Camila,cami_sm23,creada,40.0,2024-10-31 11:09:00
467,Carlos,carlito01,creada,20.0,2024-10-31 22:37:00
468,Valeria,valeria_1,creada,20.0,2024-10-31 11:45:00
469,Ana,anagarcia,creada,25.0,2024-11-01 02:26:00
470,Ana,anagarcia,creada,40.0,2024-10-31 15:19:00
471,Daniel,dannyg123,creada,40.0,2024-10-31 18:33:00
472,Ana,anagarcia,creada,50.0,2024-11-01 04:54:00
473,Ana,anagarcia,creada,40.0,2024-11-01 08:16:00
474,Daniel,dannyg123,creada,25.0,2024-10-31 09:47:00
475,Daniel,dannyg123,creada,40.0,2024-10-31 16:01:00
476,Camilo,camip1234,creada,20.0,2024-10-31 10:11:00
477,Ana,anagarcia,creada,25.0,2024-10-31 11:21:00
478,Andrea,andreamg,creada,60.0,2024-10-31 12:08:00
479,Ana,anagarcia,creada,60.0,2024-10-31 09:12:00
480,Daniel,dannyg123,creada,20.0,2024-10-31 10:01:00
481,Valeria,valeria_1,creada,60.0,2024-10-31 09:48:00
482,Carlos,carlito01,creada,25.0,2024-10-31 19:35:00
483,Ana,anagarcia,creada,50.0,2024-10-31 16:38:00
484,Camila,cami_sm23,creada,20.0,2024-11-01 00:00:00
485,Camila,cami_sm23,creada,50.0,2024-10-31 19:55:00
486,Ana,anagarcia,creada,20.0,2024-11-01 00:48:00
487,Camilo,camip1234,creada,20.0,2024-10-31 11:08:00
488,Ana,anagarcia,creada,20.0,2024-10-31 17:27:00
489,Carlos,carlito01,creada,60.0,2024-10-31 14:27:00
490,Andrea,andreamg,creada,20.0,2024-10-31 22:59:00
491,Carlos,carlito01,creada,20.0,2024-10-31 23:26:00
492,Andrea,andreamg,creada,20.0,2024-11-01 01:28:00
493,Carlos,carlito01,creada,25.0,2024-10-31 17:16:00
494,Andrea,andreamg,creada,20.0,2024-11-01 04:10:00
495,Andrea,andreamg,creada,20.0,2024-10-31 16:40:00
496,Daniel,dannyg123,creada,50.0,2024-11-01 02:02:00
497,Camilo,camip1234,creada,20.0,2024-10-31 12:44:00
498,Camila,cami_sm23,creada,20.0,2024-10-31 20:28:00
499,Daniel,dannyg123,creada,20.0,2024-10-31 18:57:00
500,Camila,cami_sm23,creada,60.0,2024-10-31 17:08:00
501,Daniel,dannyg123,creada,25.0,2024-11-01 07:48:00
502,Valeria,valeria_1,creada,20.0,2024-11-01 05:33:00
503,Camilo,camip1234,creada,40.0,2024-11-01 02:02:00
504,Andrea,andreamg,creada,25.0,2024-11-01 02:37:00
505,Valeria,valeria_1,creada,50.0,2024-11-01 04:19:00
506,Daniel,dannyg123,creada,20.0,2024-10-31 15:38:00
507,Daniel,dannyg123,creada,20.0,2024-10-31 16:39:00
508,Andrea,andreamg,creada,40.0,2024-11-01 00:38:00
509,Camila,cami_sm23,creada,50.0,2024-10-31 21:35:00
510,Ana,anagarcia,creada,20.0,2024-11-01 01:55:00
511,Daniel,dannyg123,creada,20.0,2024-10-31 19:15:00
512,Daniel,dannyg123,creada,20.0,2024-10-31 18:07:00
513,Andrea,andreamg,creada,50.0,2024-10-31 16:47:00
514,Camilo,camip1234,creada,50.0,2024-11-01 07:55:00
515,Camila,cami_sm23,creada,60.0,2024-10-31 17:00:00
516,Daniel,dannyg123,creada,25.0,2024-10-31 09:34:00
517,Daniel,dannyg123,creada,20.0,2024-11-01 03:01:00
518,Camila,cami_sm23,creada,20.0,2024-10-31 17:00:00
519,Carlos,carlito01,creada,60.0,2024-11-01 07:51:00
520,Camila,cami_sm23,creada,25.0,2024-11-01 06:20:00
521,Ana,anagarcia,creada,20.0,2024-10-31 19:20:00
522,Camila,cami_sm23,creada,25.0,2024-10-31 18:51:00
523,Carlos,carlito01,creada,20.0,2024-10-31 15:22:00
524,Ana,anagarcia,creada,60.0,2024-10-31 22:05:00
525,Valeria,valeria_1,creada,25.0,2024-10-31 16:11:00
526,Andrea,andreamg,creada,20.0,2024-11-01 01:50:00
527,Camilo,camip1234,creada,40.0,2024-10-31 09:53:00
528,Ana,anagarcia,creada,25.0,2024-11-01 05:19:00
529,Andrea,andreamg,creada,50.0,2024-11-01 03:45:00
530,Camilo,camip1234,creada,50.0,2024-11-01 03:01:00
531,Carlos,carlito01,creada,20.0,2024-10-31 12:56:00
532,Carlos,carlito01,creada,20.0,2024-10-31 11:32:00
533,Camila,cami_sm23,creada,25.0,2024-10-31 21:37:00
534,Daniel,dannyg123,creada,40.0,2024-10-31 19:39:00
535,Daniel,dannyg123,creada,20.0,2024-10-31 23:25:00
536,Valeria,valeria_1,creada,20.0,2024-11-01 04:23:00
537,Valeria,valeria_1,creada,40.0,2024-11-01 02:38:00
538,Camila,cami_sm23,creada,20.0,2024-11-01 06:46:00
539,Carlos,carlito01,creada,20.0,2024-10-31 11:34:00
540,Daniel,dannyg123,creada,20.0,2024-10-31 13:32:00
541,Andrea,andreamg,creada,50.0,2024-11-01 05:10:00
542,Andrea,andreamg,creada,60.0,2024-11-01 04:27:00
543,Camilo,camip1234,creada,20.0,2024-10-31 16:33:00
544,Ana,anagarcia,creada,60.0,2024-10-31 15:43:00
545,Andrea,andreamg,creada,20.0,2024-10-31 13:15:00
546,Camilo,camip1234,creada,60.0,2024-10-31 20:46:00
547,Valeria,valeria_1,creada,60.0,2024-10-31 21:51:00
548,Ana,anagarcia,creada,40.0,2024-10-31 19:16:00
549,Camila,cami_sm23,creada,20.0,2024-11-01 01:53:00
550,Daniel,dannyg123,creada,40.0,2024-11-01 08:47:00
551,Valeria,valeria_1,creada,40.0,2024-11-01 05:29:00
552,Daniel,dannyg123,creada,50.0,2024-10-31 22:57:00
553,Ana,anagarcia,creada,50.0,2024-10-31 13:47:00
554,Daniel,dannyg123,creada,50.0,2024-10-31 09:09:00
555,Valeria,valeria_1,creada,20.0,2024-10-31 16:34:00
556,Valeria,valeria_1,creada,20.0,2024-10-31 17:28:00
557,Camila,cami_sm23,creada,20.0,2024-11-01 02:22:00
558,Camilo,camip1234,creada,60.0,2024-10-31 17:55:00
559,Daniel,dannyg123,creada,60.0,2024-10-31 20:19:00
560,Ana,anagarcia,creada,20.0,2024-10-31 15:13:00
561,Andrea,andreamg,creada,20.0,2024-11-01 03:12:00
562,Andrea,andreamg,creada,40.0,2024-10-31 12:24:00
563,Ana,anagarcia,creada,25.0,2024-11-01 06:50:00
564,Valeria,valeria_1,creada,20.0,2024-10-31 16:18:00
565,Camilo,camip1234,creada,50.0,2024-10-31 18:39:00
566,Camila,cami_sm23,creada,20.0,2024-11-01 03:26:00
567,Camila,cami_sm23,creada,40.0,2024-10-31 19:34:00
568,Carlos,carlito01,creada,20.0,2024-11-01 08:32:00
569,Ana,anagarcia,creada,25.0,2024-10-31 10:12:00
570,Daniel,dannyg123,creada,20.0,2024-11-01 06:09:00
571,Carlos,carlito01,creada,40.0,2024-10-31 11:54:00
572,Valeria,valeria_1,creada,20.0,2024-11-01 00:08:00
573,Daniel,dannyg123,creada,50.0,2024-10-31 20:06:00
574,Valeria,valeria_1,creada,20.0,2024-11-01 01:21:00
575,Ana,anagarcia,creada,20.0,2024-11-01 08:33:00
576,Camila,cami_sm23,creada,50.0,2024-10-31 17:07:00
577,Andrea,andreamg,creada,50.0,2024-11-01 05:25:00
578,Carlos,carlito01,creada,25.0,2024-10-31 16:24:00
579,Camilo,camip1234,creada,60.0,2024-11-01 05:07:00
580,Ana,anagarcia,creada,60.0,2024-10-31 09:44:00
581,Camilo,camip1234,creada,20.0,2024-10-31 12:07:00
582,Camilo,camip1234,creada,50.0,2024-11-01 01:50:00
583,Camila,cami_sm23,creada,40.0,2024-11-01 04:35:00
584,Camila,cami_sm23,creada,40.0,2024-10-31 22:07:00
585,Camilo,camip1234,creada,25.0,2024-10-31 20:00:00
586,Camila,cami_sm23,creada,20.0,2024-10-31 20:41:00
587,Andrea,andreamg,creada,20.0,2024-11-01 07:01:00
588,Carlos,carlito01,creada,20.0,2024-10-31 22:10:00
589,Andrea,andreamg,creada,25.0,2024-11-01 00:36:00
590,Daniel,dannyg123,creada,20.0,2024-10-31 23:53:00
591,Ana,anagarcia,creada,25.0,2024-11-01 07:28:00
592,Valeria,valeria_1,creada,50.0,2024-10-31 12:57:00
593,Carlos,carlito01,creada,60.0,2024-11-01 01:19:00
594,Andrea,andreamg,creada,50.0,2024-10-31 15:53:00
595,Ana,anagarcia,creada,25.0,2024-10-31 21:55:00
596,Camilo,camip1234,creada,25.0,2024-10-31 11:01:00
597,Daniel,dannyg123,creada,20.0,2024-10-31 15:23:00
598,Andrea,andreamg,creada,40.0,2024-10-31 20:18:00
599,Camila,cami_sm23,creada,20.0,2024-10-31 14:50:00
600,Daniel,dannyg123,creada,25.0,2024-11-01 07:31:00
601,Carlos,carlito01,creada,40.0,2024-10-31 21:30:00
602,Carlos,carlito01,creada,40.0,2024-10-31 19:06:00
603,Andrea,andreamg,creada,50.0,2024-10-31 14:20:00
604,Camila,cami_sm23,creada,20.0,2024-10-31 11:59:00
605,Ana,anagarcia,creada,20.0,2024-10-31 17:28:00
606,Daniel,dannyg123,creada,25.0,2024-10-31 22:56:00
607,Camilo,camip1234,creada,25.0,2024-11-01 01:39:00
608,Daniel,dannyg123,creada,20.0,2024-10-31 09:31:00
609,Carlos,carlito01,creada,25.0,2024-10-31 10:33:00
610,Ana,anagarcia,creada,60.0,2024-10-31 21:11:00
611,Andrea,andreamg,creada,60.0,2024-10-31 11:23:00
612,Daniel,dannyg123,creada,20.0,2024-11-01 08:16:00
613,Carlos,carlito01,creada,40.0,2024-10-31 09:03:00
614,Carlos,carlito01,creada,40.0,2024-10-31 23:11:00
615,Ana,anagarcia,creada,60.0,2024-10-31 16:51:00
616,Carlos,carlito01,creada,20.0,2024-11-01 04:56:00
617,Camila,cami_sm23,creada,20.0,2024-10-31 20:55:00
618,Daniel,dannyg123,creada,40.0,2024-10-31 18:29:00
619,Valeria,valeria_1,creada,20.0,2024-10-31 20:12:00
620,Andrea,andreamg,creada,25.0,2024-10-31 22:13:00
621,Valeria,valeria_1,creada,40.0,2024-10-31 20:23:00
622,Camila,cami_sm23,creada,40.0,2024-10-31 19:23:00
623,Andrea,andreamg,creada,20.0,2024-10-31 13:19:00
624,Daniel,dannyg123,creada,50.0,2024-11-01 01:29:00
625,Carlos,carlito01,creada,25.0,2024-10-31 13:18:00
626,Ana,anagarcia,creada,60.0,2024-11-01 07:08:00
627,Andrea,andreamg,creada,50.0,2024-11-01 08:58:00
628,Camilo,camip1234,creada,20.0,2024-10-31 19:28:00
629,Ana,anagarcia,creada,20.0,2024-10-31 14:58:00
630,Daniel,dannyg123,creada,50.0,2024-11-01 08:24:00
631,Camila,cami_sm23,creada,60.0,2024-10-31 09:40:00
632,Ana,anagarcia,creada,50.0,2024-10-31 17:28:00
633,Andrea,andreamg,creada,20.0,2024-10-31 09:42:00
634,Ana,anagarcia,creada,20.0,2024-10-31 23:34:00
635,Valeria,valeria_1,creada,60.0,2024-10-31 09:02:00
636,Camila,cami_sm23,creada,60.0,2024-11-01 06:34:00
637,Camila,cami_sm23,creada,50.0,2024-10-31 11:19:00
638,Carlos,carlito01,creada,20.0,2024-10-31 19:57:00
639,Camilo,camip1234,creada,20.0,2024-11-01 06:25:00
640,Carlos,carlito01,creada,50.0,2024-11-01 05:50:00
641,Andrea,andreamg,creada,20.0,2024-10-31 09:14:00
642,Daniel,dannyg123,creada,40.0,2024-11-01 02:16:00
643,Andrea,andreamg,creada,60.0,2024-10-31 11:20:00
644,Camilo,camip1234,creada,50.0,2024-11-01 08:54:00
645,Daniel,dannyg123,creada,25.0,2024-10-31 11:16:00
646,Valeria,valeria_1,creada,20.0,2024-10-31 22:23:00
647,Andrea,andreamg,creada,60.0,2024-10-31 11:09:00
648,Valeria,valeria_1,creada,50.0,2024-10-31 15:33:00
649,Camilo,camip1234,creada,20.0,2024-10-31 18:55:00
650,Camilo,camip1234,creada,20.0,2024-10-31 17:24:00
651,Camilo,camip1234,creada,20.0,2024-11-01 00:54:00
652,Camila,cami_sm23,creada,60.0,2024-11-01 08:57:00
653,Ana,anagarcia,creada,50.0,2024-10-31 21:38:00
654,Carlos,carlito01,creada,40.0,2024-10-31 22:01:00
655,Valeria,valeria_1,creada,40.0,2024-11-01 05:45:00
656,Camila,cami_sm23,creada,40.0,2024-10-31 22:09:00
657,Ana,anagarcia,creada,40.0,2024-10-31 22:10:00
658,Daniel,dannyg123,creada,25.0,2024-10-31 19:56:00
659,Camila,cami_sm23,creada,20.0,2024-10-31 18:21:00
660,Camila,cami_sm23,creada,60.0,2024-10-31 22:52:00
661,Ana,anagarcia,creada,60.0,2024-10-31 17:17:00
662,Ana,anagarcia,creada,40.0,2024-10-31 22:48:00
663,Andrea,andreamg,creada,20.0,2024-11-01 03:59:00
664,Ana,anagarcia,creada,20.0,2024-11-01 04:17:00
665,Daniel,dannyg123,creada,20.0,2024-10-31 16:10:00
666,Ana,anagarcia,creada,40.0,2024-10-31 20:27:00
667,Andrea,andreamg,creada,25.0,2024-10-31 14:08:00
668,Camila,cami_sm23,creada,20.0,2024-10-31 21:58:00
669,Camilo,camip1234,creada,25.0,2024-11-01 03:55:00
670,Camilo,camip1234,creada,20.0,2024-10-31 19:10:00
671,Valeria,valeria_1,creada,50.0,2024-11-01 01:06:00
672,Camila,cami_sm23,creada,60.0,2024-10-31 09:14:00
673,Camilo,camip1234,creada,40.0,2024-11-01 02:30:00
674,Daniel,dannyg123,creada,20.0,2024-11-01 03:45:00
675,Carlos,carlito01,creada,20.0,2024-10-31 21:31:00
676,Camilo,camip1234,creada,20.0,2024-10-31 23:43:00
677,Camilo,camip1234,creada,20.0,2024-11-01 01:50:00
678,Camila,cami_sm23,creada,20.0,2024-11-01 00:51:00
679,Ana,anagarcia,creada,50.0,2024-10-31 18:22:00
680,Carlos,carlito01,creada,60.0,2024-10-31 15:12:00
681,Carlos,carlito01,creada,40.0,2024-10-31 22:04:00
682,Daniel,dannyg123,creada,60.0,2024-10-31 13:22:00
683,Daniel,dannyg123,creada,20.0,2024-11-01 03:07:00
684,Camilo,camip1234,creada,60.0,2024-10-31 14:18:00
685,Carlos,carlito01,creada,50.0,2024-11-01 05:16:00
686,Daniel,dannyg123,creada,20.0,2024-11-01 03:45:00
687,Camila,cami_sm23,creada,20.0,2024-10-31 10:31:00
688,Camilo,camip1234,creada,20.0,2024-10-31 11:31:00
689,Daniel,dannyg123,creada,25.0,2024-10-31 15:59:00
690,Ana,anagarcia,creada,60.0,2024-10-31 14:18:00
691,Camila,cami_sm23,creada,50.0,2024-10-31 10:36:00
692,Camila,cami_sm23,creada,20.0,2024-10-31 18:15:00
693,Ana,anagarcia,creada,20.0,2024-11-01 03:26:00
694,Andrea,andreamg,creada,60.0,2024-11-01 02:32:00
695,Daniel,dannyg123,creada,50.0,2024-11-01 03:57:00
696,Carlos,carlito01,creada,50.0,2024-10-31 15:17:00
697,Daniel,dannyg123,creada,20.0,2024-10-31 18:48:00
698,Camila,cami_sm23,creada,50.0,2024-11-01 06:52:00
699,Carlos,carlito01,creada,20.0,2024-10-31 10:07:00
700,Carlos,carlito01,creada,50.0,2024-10-31 16:57:00
701,Carlos,carlito01,creada,20.0,2024-10-31 18:13:00
702,Daniel,dannyg123,creada,40.0,2024-10-31 09:23:00
703,Ana,anagarcia,creada,20.0,2024-11-01 08:09:00
704,Camila,cami_sm23,creada,20.0,2024-10-31 17:37:00
705,Carlos,carlito01,creada,20.0,2024-10-31 13:55:00
706,Ana,anagarcia,creada,40.0,2024-11-01 05:11:00
707,Valeria,valeria_1,creada,60.0,2024-11-01 01:18:00
708,Camila,cami_sm23,creada,25.0,2024-10-31 22:01:00
709,Camila,cami_sm23,creada,25.0,2024-11-01 06:15:00
710,Daniel,dannyg123,creada,20.0,2024-11-01 00:57:00
711,Daniel,dannyg123,creada,20.0,2024-10-31 11:34:00
712,Valeria,valeria_1,creada,20.0,2024-10-31 09:26:00
713,Camilo,camip1234,creada,40.0,2024-10-31 20:46:00
714,Andrea,andreamg,creada,20.0,2024-10-31 12:14:00
715,Camilo,camip1234,creada,40.0,2024-10-31 18:14:00
716,Carlos,carlito01,creada,20.0,2024-11-01 00:06:00
717,Carlos,carlito01,creada,20.0,2024-11-01 07:18:00
718,Andrea,andreamg,creada,40.0,2024-10-31 22:28:00
719,Valeria,valeria_1,creada,25.0,2024-10-31 20:50:00
720,Andrea,andreamg,creada,20.0,2024-10-31 21:30:00
721,Andrea,andreamg,creada,40.0,2024-11-01 04:59:00
722,Andrea,andreamg,creada,50.0,2024-11-01 01:23:00
723,Andrea,andreamg,creada,20.0,2024-10-31 16:40:00
724,Carlos,carlito01,creada,20.0,2024-10-31 18:27:00
725,Camila,cami_sm23,creada,40.0,2024-10-31 22:05:00
726,Andrea,andreamg,creada,20.0,2024-11-01 06:47:00
727,Camilo,camip1234,creada,20.0,2024-11-01 06:12:00
728,Ana,anagarcia,creada,20.0,2024-10-31 21:51:00
729,Valeria,valeria_1,creada,40.0,2024-10-31 10:24:00
730,Andrea,andreamg,creada,50.0,2024-10-31 12:11:00
731,Camila,cami_sm23,creada,20.0,2024-10-31 09:45:00
732,Valeria,valeria_1,creada,50.0,2024-10-31 14:31:00
733,Andrea,andreamg,creada,25.0,2024-10-31 16:33:00
734,Carlos,carlito01,creada,50.0,2024-10-31 18:16:00
735,Camila,cami_sm23,creada,20.0,2024-10-31 20:51:00
736,Andrea,andreamg,creada,20.0,2024-10-31 21:56:00
737,Andrea,andreamg,creada,20.0,2024-10-31 18:08:00
738,Camilo,camip1234,creada,40.0,2024-10-31 15:42:00
739,Camilo,camip1234,creada,20.0,2024-10-31 16:16:00
740,Valeria,valeria_1,creada,50.0,2024-10-31 19:34:00
741,Carlos,carlito01,creada,60.0,2024-11-01 04:03:00
742,Camila,cami_sm23,creada,20.0,2024-10-31 22:23:00
743,Carlos,carlito01,creada,25.0,2024-11-01 00:27:00
744,Andrea,andreamg,creada,25.0,2024-10-31 19:16:00
745,Valeria,valeria_1,creada,20.0,2024-10-31 13:42:00
746,Daniel,dannyg123,creada,20.0,2024-11-01 04:46:00
747,Ana,anagarcia,creada,20.0,2024-11-01 00:36:00
748,Ana,anagarcia,creada,20.0,2024-10-31 12:13:00
749,Camila,cami_sm23,creada,40.0,2024-10-31 18:30:00
750,Camila,cami_sm23,creada,60.0,2024-10-31 22:21:00
751,Ana,anagarcia,creada,50.0,2024-10-31 09:40:00
752,Carlos,carlito01,creada,60.0,2024-10-31 22:13:00
753,Camilo,camip1234,creada,20.0,2024-11-01 07:36:00
754,Valeria,valeria_1,creada,40.0,2024-10-31 22:42:00
755,Carlos,carlito01,creada,20.0,2024-10-31 15:50:00
756,Ana,anagarcia,creada,60.0,2024-11-01 07:59:00
757,Daniel,dannyg123,creada,20.0,2024-10-31 17:45:00
758,Camilo,camip1234,creada,20.0,2024-10-31 20:31:00
759,Andrea,andreamg,creada,20.0,2024-10-31 11:14:00
760,Camila,cami_sm23,creada,20.0,2024-10-31 17:33:00
761,Andrea,andreamg,creada,20.0,2024-11-01 06:34:00
762,Ana,anagarcia,creada,50.0,2024-10-31 09:04:00
763,Ana,anagarcia,creada,20.0,2024-10-31 15:27:00
764,Daniel,dannyg123,creada,60.0,2024-11-01 01:45:00
765,Ana,anagarcia,creada,40.0,2024-10-31 17:22:00
766,Camilo,camip1234,creada,20.0,2024-11-01 05:37:00
767,Camila,cami_sm23,creada,20.0,2024-10-31 15:47:00
768,Valeria,valeria_1,creada,40.0,2024-10-31 12:14:00
769,Andrea,andreamg,creada,40.0,2024-11-01 02:10:00
770,Ana,anagarcia,creada,25.0,2024-10-31 19:32:00
771,Ana,anagarcia,creada,60.0,2024-11-01 03:09:00
772,Daniel,dannyg123,creada,25.0,2024-11-01 05:16:00
773,Ana,anagarcia,creada,60.0,2024-10-31 21:59:00
774,Daniel,dannyg123,creada,20.0,2024-11-01 04:30:00
775,Camila,cami_sm23,creada,25.0,2024-10-31 21:44:00
776,Daniel,dannyg123,creada,50.0,2024-10-31 22:13:00
777,Carlos,carlito01,creada,25.0,2024-10-31 12:13:00
778,Ana,anagarcia,creada,20.0,2024-10-31 14:49:00
779,Andrea,andreamg,creada,20.0,2024-10-31 17:33:00
780,Camilo,camip1234,creada,20.0,2024-11-01 06:56:00
781,Ana,anagarcia,creada,40.0,2024-10-31 16:20:00
782,Valeria,valeria_1,creada,20.0,2024-11-01 00:08:00
783,Andrea,andreamg,creada,40.0,2024-10-31 22:55:00
784,Ana,anagarcia,creada,50.0,2024-11-01 05:49:00
785,Carlos,carlito01,creada,20.0,2024-10-31 16:37:00
786,Carlos,carlito01,creada,20.0,2024-11-01 01:01:00
787,Camilo,camip1234,creada,25.0,2024-10-31 13:35:00
788,Camilo,camip1234,creada,20.0,2024-10-31 09:14:00
789,Andrea,andreamg,creada,20.0,2024-10-31 23:24:00
790,Andrea,andreamg,creada,40.0,2024-10-31 13:50:00
791,Carlos,carlito01,creada,20.0,2024-11-01 01:06:00
792,Carlos,carlito01,creada,20.0,2024-10-31 15:18:00
793,Camila,cami_sm23,creada,20.0,2024-10-31 16:24:00
794,Camilo,camip1234,creada,25.0,2024-10-31 15:53:00
795,Carlos,carlito01,creada,20.0,2024-10-31 10:10:00
796,Andrea,andreamg,creada,20.0,2024-10-31 10:15:00
797,Carlos,carlito01,creada,50.0,2024-10-31 14:54:00
798,Andrea,andreamg,creada,20.0,2024-10-31 16:43:00
799,Valeria,valeria_1,creada,50.0,2024-10-31 19:05:00
800,Carlos,carlito01,creada,50.0,2024-10-31 17:35:00
801,Camila,cami_sm23,creada,50.0,2024-11-01 08:32:00
802,Daniel,dannyg123,creada,20.0,2024-11-01 03:31:00
803,Ana,anagarcia,creada,40.0,2024-10-31 21:31:00
804,Carlos,carlito01,creada,60.0,2024-10-31 22:41:00
805,Carlos,carlito01,creada,50.0,2024-10-31 13:56:00
806,Ana,anagarcia,creada,40.0,2024-11-01 05:11:00
807,Camilo,camip1234,creada,20.0,2024-11-01 07:27:00
808,Camila,cami_sm23,creada,60.0,2024-10-31 18:03:00
809,Ana,anagarcia,creada,20.0,2024-10-31 23:52:00
810,Andrea,andreamg,creada,20.0,2024-10-31 16:41:00
811,Andrea,andreamg,creada,40.0,2024-10-31 10:25:00
812,Ana,anagarcia,creada,60.0,2024-10-31 10:25:00
813,Carlos,carlito01,creada,20.0,2024-11-01 04:48:00
814,Daniel,dannyg123,creada,20.0,2024-11-01 07:43:00
815,Camilo,camip1234,creada,50.0,2024-11-01 05:05:00
816,Camila,cami_sm23,creada,20.0,2024-10-31 13:02:00
817,Andrea,andreamg,creada,20.0,2024-10-31 21:54:00
818,Daniel,dannyg123,creada,20.0,2024-10-31 19:59:00
819,Daniel,dannyg123,creada,20.0,2024-10-31 23:02:00
820,Carlos,carlito01,creada,25.0,2024-11-01 02:56:00
821,Valeria,valeria_1,creada,40.0,2024-10-31 21:41:00
822,Carlos,carlito01,creada,20.0,2024-10-31 14:40:00
823,Valeria,valeria_1,creada,20.0,2024-10-31 14:23:00
824,Valeria,valeria_1,creada,20.0,2024-10-31 19:21:00
825,Carlos,carlito01,creada,25.0,2024-11-01 00:57:00
826,Daniel,dannyg123,creada,40.0,2024-11-01 06:34:00
827,Andrea,andreamg,creada,20.0,2024-10-31 11:30:00
828,Camilo,camip1234,creada,40.0,2024-10-31 14:48:00
829,Valeria,valeria_1,creada,50.0,2024-10-31 17:20:00
830,Camila,cami_sm23,creada,20.0,2024-10-31 15:30:00
831,Ana,anagarcia,creada,20.0,2024-10-31 16:28:00
832,Andrea,andreamg,creada,20.0,2024-11-01 04:32:00
833,Valeria,valeria_1,creada,25.0,2024-11-01 08:24:00
834,Carlos,carlito01,creada,25.0,2024-10-31 10:55:00
835,Andrea,andreamg,creada,60.0,2024-10-31 09:08:00
836,Carlos,carlito01,creada,20.0,2024-10-31 20:41:00
837,Camilo,camip1234,creada,25.0,2024-10-31 23:49:00
838,Andrea,andreamg,creada,20.0,2024-11-01 00:06:00
839,Ana,anagarcia,creada,20.0,2024-10-31 16:11:00
840,Ana,anagarcia,creada,40.0,2024-11-01 06:05:00
841,Camila,cami_sm23,creada,20.0,2024-11-01 01:48:00
842,Ana,anagarcia,creada,20.0,2024-10-31 20:26:00
843,Camilo,camip1234,creada,40.0,2024-10-31 17:58:00
844,Valeria,valeria_1,creada,60.0,2024-10-31 12:19:00
845,Daniel,dannyg123,creada,60.0,2024-11-01 07:24:00
846,Valeria,valeria_1,creada,50.0,2024-10-31 21:17:00
847,Camilo,camip1234,creada,40.0,2024-11-01 00:00:00
848,Valeria,valeria_1,creada,20.0,2024-11-01 08:12:00
849,Daniel,dannyg123,creada,20.0,2024-10-31 19:11:00
850,Daniel,dannyg123,creada,60.0,2024-11-01 02:19:00
851,Ana,anagarcia,creada,20.0,2024-10-31 18:47:00
852,Camila,cami_sm23,creada,40.0,2024-11-01 05:54:00
853,Valeria,valeria_1,creada,25.0,2024-10-31 18:49:00
854,Camilo,camip1234,creada,40.0,2024-10-31 16:23:00
855,Daniel,dannyg123,creada,40.0,2024-10-31 13:41:00
856,Carlos,carlito01,creada,20.0,2024-10-31 10:37:00
857,Camila,cami_sm23,creada,20.0,2024-10-31 10:14:00
858,Valeria,valeria_1,creada,25.0,2024-11-01 04:24:00
